,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2016-10-03,3481,72350699,788578744,10.7,11.0,10.65,10.9,0.3,9014
1,2016-10-04,3481,42983211,466354855,10.9,10.95,10.8,10.85,-0.05,7204
2,2016-10-05,3481,20732871,224542371,10.75,10.9,10.75,10.85,0.0,3275
3,2016-10-06,3481,45767936,502533095,10.95,11.1,10.9,11.0,0.15,6434
4,2016-10-07,3481,54485276,585391350,10.95,10.95,10.65,10.7,-0.3,8325
5,2016-10-11,3481,46294401,488891858,10.8,10.85,10.4,10.5,-0.2,7290
6,2016-10-12,3481,40636657,427227676,10.5,10.6,10.3,10.6,0.1,5517
7,2016-10-13,3481,36589472,384184290,10.55,10.6,10.4,10.5,-0.1,7111
8,2016-10-14,3481,27359942,286749876,10.5,10.55,10.4,10.5,0.0,5627
9,2016-10-17,3481,21623967,226815922,10.5,10.6,10.45,10.45,-0.05,4594
10,2016-10-18,3481,22538985,236555811,10.5,10.55,10.45,10.5,0.05,4656
11,2016-10-19,3481,39492362,419563901,10.55,10.7,10.5,10.6,0.1,6873
12,2016-10-20,3481,22468224,238588326,10.7,10.7,10.55,10.6,0.0,3745
13,2016-10-21,3481,86735382,945758006,10.7,11.0,10.7,10.9,0.3,10484
14,2016-10-24,3481,47436102,524956442,11.05,11.15,10.95,11.0,0.1,7744
15,2016-10-25,3481,69584050,778959455,11.1,11.25,11.05,11.2,0.2,11448
16,2016-10-26,3481,36301722,406928794,11.2,11.25,11.1,11.25,0.05,5194
17,2016-10-27,3481,42262741,473338801,11.35,11.4,11.05,11.05,-0.2,6495
18,2016-10-28,3481,46790323,509158801,11.1,11.15,10.75,10.85,-0.2,6544
19,2016-10-31,3481,55941596,597323973,10.8,10.85,10.6,10.65,-0.2,8730
20,2016-11-01,3481,74824273,821343153,10.75,11.05,10.7,11.05,0.4,10484
21,2016-11-02,3481,61745678,682297316,10.95,11.15,10.95,11.1,0.05,9750
22,2016-11-03,3481,41100496,452461284,11.1,11.15,10.9,10.95,-0.15,7243
23,2016-11-04,3481,72661305,813119511,11.15,11.3,11.05,11.15,0.2,11231
24,2016-11-07,3481,38916259,436260596,11.25,11.3,11.15,11.2,0.05,5895
25,2016-11-08,3481,53863640,608760546,11.3,11.4,11.25,11.25,0.05,9523
26,2016-11-09,3481,98202352,1076293689,11.3,11.35,10.65,10.7,-0.55,12855
27,2016-11-10,3481,48189259,531217699,11.05,11.15,10.95,11.05,0.35,6470
28,2016-11-11,3481,50400422,547149193,10.9,10.95,10.7,10.95,-0.1,7403
29,2016-11-14,3481,34141202,369501950,10.95,10.95,10.75,10.75,-0.2,6479
30,2016-11-15,3481,43109326,470576701,10.8,11.0,10.75,10.8,0.05,6558
31,2016-11-16,3481,33956374,369723115,10.95,11.0,10.8,10.8,0.0,5906
32,2016-11-17,3481,43249547,472042731,10.8,11.0,10.75,10.95,0.15,5184
33,2016-11-18,3481,36187435,394876375,10.95,11.0,10.85,10.95,0.0,6019
34,2016-11-21,3481,60997231,679508173,11.0,11.25,11.0,11.15,0.2,9163
35,2016-11-22,3481,48842258,541770471,11.15,11.2,11.0,11.0,-0.15,7252
36,2016-11-23,3481,35962124,396979527,11.05,11.15,10.95,11.0,0.0,5673
37,2016-11-24,3481,29017077,316734505,11.0,11.05,10.85,10.9,-0.1,4331
38,2016-11-25,3481,26587185,288762908,10.9,11.0,10.8,10.8,-0.1,6225
39,2016-11-28,3481,20926458,226673497,10.9,10.95,10.8,10.8,0.0,5115
40,2016-11-29,3481,62531106,683021162,10.85,11.05,10.8,10.95,0.15,8807
41,2016-11-30,3481,47459433,520622844,10.95,11.0,10.85,11.0,0.05,5808
42,2016-12-01,3481,30735212,336624639,10.95,11.05,10.9,10.95,-0.05,5918
43,2016-12-02,3481,42192992,458172262,10.85,10.9,10.75,10.8,-0.15,5723
44,2016-12-05,3481,36662971,399166797,10.8,11.0,10.75,11.0,0.2,5835
45,2016-12-06,3481,40745181,447671147,11.05,11.05,10.9,11.0,0.0,6830
46,2016-12-07,3481,113525658,1276137074,11.15,11.35,11.05,11.35,0.35,14665
