stock_id,start_date,end_date,SD_close,ED_close,combination,return,RT_%_Rank,remark,RT_rank
1101,2010-01-04,2010-12-31,12.18,12.62,201001-201101,0.03612479,13.150731689811204,,85.0
1102,2010-01-04,2010-12-31,13.87,14.1,201001-201101,0.01658255,12.659099714467267,,87.0
1216,2010-01-04,2010-12-31,16.67,20.81,201001-201101,0.24835033,18.489774780502618,,51.0
1301,2010-01-04,2010-12-31,33.48,51.57,201001-201101,0.54032258,25.83503786258089,,18.0
1303,2010-01-04,2010-12-31,29.66,38.75,201001-201101,0.30647336,19.951999175038495,,41.0
1314,2010-01-04,2010-12-31,7.15,16.28,201001-201101,1.27692308,44.365992290237614,winner,4.0
1319,2010-01-04,2010-12-31,31.61,24.17,201001-201101,-0.23536855,6.320664766217867,loser,133.0
1326,2010-01-04,2010-12-31,35.16,53.24,201001-201101,0.51422071,25.178382642489915,,21.0
1402,2010-01-04,2010-12-31,18.24,23.89,201001-201101,0.30975877,20.034651553072674,,40.0
1434,2010-01-04,2010-12-31,13.07,15.01,201001-201101,0.14843152,15.976077172945072,,66.0
1503,2010-01-04,2010-12-31,26.6,26.55,201001-201101,-0.0018797,12.194637481028646,,89.0
1504,2010-01-04,2010-12-31,7.71,11.11,201001-201101,0.44098573,23.335980856324483,,27.0
1605,2010-01-04,2010-12-31,8.14,11.82,201001-201101,0.45208845,23.615296439660405,,25.0
1704,2010-01-04,2010-12-31,24.92,41.81,201001-201101,0.67776886,29.292829095319593,winner,12.0
1710,2010-01-04,2010-12-31,13.51,21.44,201001-201101,0.58697261,27.00863139120165,,16.0
1717,2010-01-04,2010-12-31,13.99,15.78,201001-201101,0.12794853,15.460778372262546,,70.0
1722,2010-01-04,2010-12-31,62.82,60.95,201001-201101,-0.02976759,11.493050638943277,,94.0
1802,2010-01-04,2010-12-31,17.97,26.04,201001-201101,0.4490818,23.539656938832053,,26.0
1907,2010-01-04,2010-12-31,7.57,8.61,201001-201101,0.13738441,15.69816059269932,,69.0
