stock_id,start_date,end_date,SD_close,ED_close,combination,return,RT_%_Rank,remark,RT_rank,start_date2,SD_close2,end_date2,ED_close2,return2,avg_monthly_return,annualized_return
1303,2010-01-04,2010-03-31,29.66,33.37,201001-201004,0.12508429,70.3955987619756,winner,7.0,2010-04-08,34.5,2011-04-07,46.96,0.3611594202898551,0.02602769301144292,0.36115942028985604
1314,2010-01-04,2010-03-31,7.15,7.74,201001-201004,0.08251748,63.02469079044168,winner,11.0,2010-04-08,7.83,2011-04-07,21.09,1.693486590038314,0.08607437783128136,1.6934865900383174
1326,2010-01-04,2010-03-31,35.16,37.92,201001-201004,0.07849829,62.32872415328683,winner,12.0,2010-04-08,38.63,2011-04-07,64.52,0.6702045042712915,0.043672253121830096,0.6702045042712921
2014,2010-01-04,2010-03-31,14.37,12.03,201001-201004,-0.16283925,20.538493750388643,loser,140.0,2010-04-08,12.27,2011-04-07,14.45,0.1776691116544417,0.01372138211183671,0.17766911165444133
2101,2010-01-04,2010-03-31,26.65,29.08,201001-201004,0.09118199,64.52504531145078,winner,10.0,2010-04-08,29.96,2011-04-07,28.3,-0.055407209612817095,-0.0047388488894133385,-0.05540720961281653
2337,2010-01-04,2010-03-31,25.17,29.37,201001-201004,0.16686532,77.6304403459679,winner,4.0,2010-04-08,29.93,2011-04-07,28.2,-0.0578015369194788,-0.00494932352852373,-0.057801536919478425
2362,2010-01-04,2010-03-31,28.41,36.47,201001-201004,0.28370292,97.86214662639844,winner,1.0,2010-04-08,37.01,2011-04-07,36.02,-0.026749527154822882,-0.002256933175261655,-0.02674952715482304
2374,2010-01-04,2010-03-31,41.68,35.5,201001-201004,-0.14827255,23.06087692049097,loser,136.0,2010-04-08,35.43,2011-04-07,32.09,-0.0942703923228901,-0.008217257552555757,-0.09427039232288958
2385,2010-01-04,2010-03-31,25.27,27.73,201001-201004,0.09734863,65.59286636577879,winner,9.0,2010-04-08,29.04,2011-04-07,19.01,-0.3453856749311294,-0.03469299285587035,-0.3453856749311296
2392,2010-01-04,2010-03-31,36.03,30.52,201001-201004,-0.15292812,22.254714137209007,loser,137.0,2010-04-08,31.49,2011-04-07,30.08,-0.04477611940298508,-0.0038101840935577114,-0.04477611940298465
