combination,remark,count,mean_avg_monthly_return
201001-201010,loser,87,-0.023924771194314777
201001-201010,winner,87,-0.0037170829811501347
201001-201010,winner - loser,-,0.020207688213164644
201002-201011,loser,83,0.007300306062846677
201002-201011,winner,82,0.004689075601887536
201002-201011,winner - loser,-,-0.0026112304609591406
201003-201012,loser,88,0.00966530256698934
201003-201012,winner,87,-0.011436816971847738
201003-201012,winner - loser,-,-0.021102119538837078
201004-201101,loser,93,-0.011939281602043885
201004-201101,winner,94,-0.014472053010766019
201004-201101,winner - loser,-,-0.002532771408722134
201005-201102,loser,90,-0.01618608774215991
201005-201102,winner,91,0.013173823023713132
201005-201102,winner - loser,-,0.02935991076587304
201006-201103,loser,89,-0.026898487081333668
201006-201103,winner,90,0.00547886453670547
201006-201103,winner - loser,-,0.03237735161803914
201007-201104,loser,92,-0.03153128243699627
201007-201104,winner,92,-0.007921616445084444
201007-201104,winner - loser,-,0.02360966599191183
201008-201105,loser,95,-0.04304867750803551
201008-201105,winner,96,0.014142760173090055
201008-201105,winner - loser,-,0.05719143768112556
201009-201106,loser,97,-0.09804365040710816
201009-201106,winner,97,-0.039641978010851786
201009-201106,winner - loser,-,0.05840167239625638
201010-201107,loser,98,-0.09756219765239582
201010-201107,winner,98,-0.0713493747299369
201010-201107,winner - loser,-,0.026212822922458925
201011-201108,loser,96,-0.07103572659898534
201011-201108,winner,96,-0.06753537905439043
201011-201108,winner - loser,-,0.0035003475445949117
201012-201109,loser,101,-0.07344022242742673
201012-201109,winner,100,-0.06887883567171067
201012-201109,winner - loser,-,0.00456138675571606
201101-201110,loser,108,-0.034983648347578285
201101-201110,winner,109,-0.01721586173806887
201101-201110,winner - loser,-,0.017767786609509416
201102-201111,loser,106,0.0004036003089869584
201102-201111,winner,107,-0.014484875516541927
201102-201111,winner - loser,-,-0.014888475825528885
201103-201112,loser,105,0.13438163879487905
201103-201112,winner,106,0.034589131432720306
201103-201112,winner - loser,-,-0.09979250736215875
201104-201201,loser,107,0.08811658905881292
201104-201201,winner,107,0.0631960674236542
201104-201201,winner - loser,-,-0.02492052163515872
201105-201202,loser,107,-0.009881582996872026
201105-201202,winner,106,0.007537983465723935
201105-201202,winner - loser,-,0.01741956646259596
201106-201203,loser,107,-0.07458686992257918
201106-201203,winner,106,-0.03769451520091712
201106-201203,winner - loser,-,0.03689235472166206
201107-201204,loser,105,-0.04248317713671593
201107-201204,winner,105,-0.031958616111012854
201107-201204,winner - loser,-,0.010524561025703073
201108-201205,loser,99,-0.04124388135483453
201108-201205,winner,99,-0.018415886288180933
201108-201205,winner - loser,-,0.0228279950666536
201109-201206,loser,92,-0.001626857928304678
201109-201206,winner,92,0.023011117282927884
201109-201206,winner - loser,-,0.024637975211232562
201110-201207,loser,93,0.008427088694754397
201110-201207,winner,93,0.02657280845918282
201110-201207,winner - loser,-,0.01814571976442842
201111-201208,loser,92,-0.030328428393623496
201111-201208,winner,92,-0.005818529415100692
201111-201208,winner - loser,-,0.024509898978522803
201112-201209,loser,86,-0.03344658935627088
201112-201209,winner,87,-0.0029091385856055605
201112-201209,winner - loser,-,0.03053745077066532
201201-201210,loser,88,-0.022364072731194447
201201-201210,winner,88,0.0016572736379777775
201201-201210,winner - loser,-,0.024021346369172226
201202-201211,loser,100,0.0759203543849245
201202-201211,winner,99,0.03883675062436197
201202-201211,winner - loser,-,-0.037083603760562536
201203-201212,loser,100,0.04154598236226756
201203-201212,winner,102,0.044199490069302204
201203-201212,winner - loser,-,0.0026535077070346455
201204-201301,loser,98,0.03127625968714664
201204-201301,winner,98,0.04181113616551438
201204-201301,winner - loser,-,0.01053487647836774
201205-201302,loser,95,0.007473547464550972
201205-201302,winner,94,0.028247415494996916
201205-201302,winner - loser,-,0.020773868030445945
201206-201303,loser,92,0.018789417236242018
201206-201303,winner,92,0.020789252509523275
201206-201303,winner - loser,-,0.001999835273281257
201207-201304,loser,94,-0.00858361898666105
201207-201304,winner,94,0.021331455418547324
201207-201304,winner - loser,-,0.029915074405208374
201208-201305,loser,95,0.0014734027687213786
201208-201305,winner,95,0.03604287239416917
201208-201305,winner - loser,-,0.034569469625447796
201209-201306,loser,100,-0.014218756733268117
201209-201306,winner,99,0.003720544149400869
201209-201306,winner - loser,-,0.017939300882668985
201210-201307,loser,97,0.002599929362283072
201210-201307,winner,97,0.014756147275126499
201210-201307,winner - loser,-,0.012156217912843426
201211-201308,loser,92,0.0025526308032597428
201211-201308,winner,92,0.014994552909225536
201211-201308,winner - loser,-,0.012441922105965793
201212-201309,loser,98,-0.014366146495084595
201212-201309,winner,98,0.016363028110388898
201212-201309,winner - loser,-,0.030729174605473492
201301-201310,loser,101,0.008295180653653469
201301-201310,winner,101,0.02857957126133511
201301-201310,winner - loser,-,0.02028439060768164
201302-201311,loser,103,0.012024305321161702
201302-201311,winner,103,0.009794921168475733
201302-201311,winner - loser,-,-0.002229384152685969
201303-201312,loser,106,0.05509914877963701
201303-201312,winner,106,0.0358072096416574
201303-201312,winner - loser,-,-0.019291939137979608
201304-201401,loser,107,0.03954611671648134
201304-201401,winner,107,0.03490755275905248
201304-201401,winner - loser,-,-0.004638563957428857
201305-201402,loser,110,0.027463424134939383
201305-201402,winner,110,0.02443923734444975
201305-201402,winner - loser,-,-0.0030241867904896337
201306-201403,loser,110,0.006015879639419201
201306-201403,winner,109,0.021455837705743528
201306-201403,winner - loser,-,0.015439958066324328
201307-201404,loser,111,0.009671722259245778
201307-201404,winner,111,0.009689271584279404
201307-201404,winner - loser,-,1.75493250336254e-05
201308-201405,loser,110,-0.0017037566823891025
201308-201405,winner,111,0.010559041344416629
201308-201405,winner - loser,-,0.012262798026805731
201309-201406,loser,113,-0.01706439766470588
201309-201406,winner,113,-0.017668303374009042
201309-201406,winner - loser,-,-0.0006039057093031631
201310-201407,loser,116,-0.03737816757199703
201310-201407,winner,116,-0.04447300425323644
201310-201407,winner - loser,-,-0.007094836681239412
201311-201408,loser,115,-0.04870106736693821
201311-201408,winner,113,-0.05367451774638159
201311-201408,winner - loser,-,-0.004973450379443384
201312-201409,loser,119,-0.03726112466187457
201312-201409,winner,117,-0.04638795483312389
201312-201409,winner - loser,-,-0.009126830171249323
201401-201410,loser,121,0.005061922424741884
201401-201410,winner,120,0.0005479225633067806
201401-201410,winner - loser,-,-0.004513999861435103
201402-201411,loser,124,0.03012894768910904
201402-201411,winner,124,0.027666677575594815
201402-201411,winner - loser,-,-0.002462270113514225
201403-201412,loser,125,0.04377585992547359
201403-201412,winner,127,0.019002699513530456
201403-201412,winner - loser,-,-0.02477316041194313
201404-201501,loser,126,-0.0006665366919935311
201404-201501,winner,127,0.014607220325116216
201404-201501,winner - loser,-,0.015273757017109747
201405-201502,loser,124,-0.009054499214993435
201405-201502,winner,126,0.028843047358838875
201405-201502,winner - loser,-,0.03789754657383231
201406-201503,loser,128,-0.03251669774201277
201406-201503,winner,127,0.01662238788829395
201406-201503,winner - loser,-,0.04913908563030672
201407-201504,loser,130,-0.057977534047368065
201407-201504,winner,130,-0.009500629414117535
201407-201504,winner - loser,-,0.04847690463325053
201408-201505,loser,127,-0.09126068026527132
201408-201505,winner,128,-0.03817688969985334
201408-201505,winner - loser,-,0.053083790565417975
201409-201506,loser,129,-0.10783791983065595
201409-201506,winner,128,-0.07390638131728683
