combination,remark,count,mean_avg_monthly_return,std_avg_monthly_return
201001-201007,loser,88,-0.009408525080525214,0.04164121333702915
201001-201007,winner,88,0.011004912546645169,0.05643567429754176
201002-201008,loser,81,-0.010455923727583609,0.050393405129842056
201002-201008,winner,82,-0.0006987241508604258,0.057045744805431016
201003-201009,loser,85,-0.013373494322148533,0.03739632480877267
201003-201009,winner,86,-0.0025362480405817242,0.049444975275880966
201004-201010,loser,93,-0.01815081263287858,0.03742556252205125
201004-201010,winner,93,-0.011340029862185748,0.04250800619323354
201005-201011,loser,89,-0.0016968986192139766,0.03904106176706714
201005-201011,winner,91,0.014052492219913563,0.04189280779883186
201006-201012,loser,88,-0.010227203754656912,0.04101782398316014
201006-201012,winner,90,0.0019731641989204156,0.04135006705026239
201007-201101,loser,93,-0.029201200445715236,0.041144013272708994
201007-201101,winner,93,0.008087022400523062,0.04047805499128486
201008-201102,loser,96,-0.06019317835588048,0.05399764769906086
201008-201102,winner,96,-0.022981041922883295,0.05298652333808537
201009-201103,loser,96,-0.06320167327613456,0.04775690131958876
201009-201103,winner,96,-0.04041216083350572,0.057982493402904664
201010-201104,loser,98,-0.06906222747021412,0.04205363880921494
201010-201104,winner,98,-0.05517370042236551,0.05351248926597822
201011-201105,loser,95,-0.05420992137334947,0.03979343153671575
201011-201105,winner,96,-0.03937383486458552,0.04584755895458222
201012-201106,loser,100,-0.08025664819355834,0.05109331016417505
201012-201106,winner,101,-0.06382654328754722,0.048849719056823344
201101-201107,loser,108,-0.06647004867739544,0.04167524374249783
201101-201107,winner,108,-0.0546463703912987,0.04911819505196772
201102-201108,loser,108,0.0033403666376109168,0.034485588298766405
201102-201108,winner,108,-0.015427134181055393,0.04132508535663601
201103-201109,loser,106,0.021488060399699072,0.03821555367730587
201103-201109,winner,106,-0.001476294491602206,0.03599494533254113
201104-201110,loser,107,0.011605569503087805,0.045215972721948786
201104-201110,winner,107,0.016597519295332777,0.04344159396324143
201105-201111,loser,106,0.005989658883554999,0.05350419991966455
201105-201111,winner,106,-0.0021073975165944955,0.03853188451592792
201106-201112,loser,105,0.016887740463759095,0.04616957448658301
201106-201112,winner,105,0.008227298245020366,0.037197170540338796
201107-201201,loser,103,0.019287737960996053,0.04539275057952061
201107-201201,winner,104,0.012601098208375048,0.040012328156198096
201108-201202,loser,97,-0.037548037875149896,0.04628347753933128
201108-201202,winner,98,-0.0064427122378786054,0.04576650704806586
201109-201203,loser,92,-0.028951379749644866,0.04277432028935304
201109-201203,winner,92,-0.017008671149200377,0.04528807283873235
201110-201204,loser,89,-0.015690153362874746,0.045487672447510945
201110-201204,winner,93,-0.0017202241116580223,0.040825490014378414
201111-201205,loser,92,-0.02731876032411859,0.05603998784194
201111-201205,winner,92,-0.012319165422195483,0.0511869255576111
201112-201206,loser,86,-0.0060989375969380255,0.04924982130328508
201112-201206,winner,86,0.004399524451882821,0.05196428831201244
201201-201207,loser,89,-0.0031599488253993887,0.04911621674285226
201201-201207,winner,89,0.0012798664036008309,0.055021311704252104
201202-201208,loser,98,0.009973846098784144,0.04204932329173873
201202-201208,winner,98,0.014927188568068673,0.057041029433969964
201203-201209,loser,103,0.0025399969991701625,0.03470386203207958
201203-201209,winner,103,0.011996886854109262,0.04459368428722067
201204-201210,loser,98,-0.005879440182235151,0.04467019881702513
201204-201210,winner,98,0.014471309661553418,0.049414190421382544
