combination,remark,count,mean_avg_monthly_return
201001-201010,loser,87,-0.03917978201910736
201001-201010,winner,87,-0.029157867120626152
201001-201010,winner - loser,-,0.010021914898481206
201002-201011,loser,82,-0.03283874682051064
201002-201011,winner,82,-0.019229092608456875
201002-201011,winner - loser,-,0.013609654212053766
201003-201012,loser,88,-0.038445058790247226
201003-201012,winner,87,-0.035969698505010424
201003-201012,winner - loser,-,0.0024753602852368023
201004-201101,loser,91,-0.047520616820658904
201004-201101,winner,94,-0.03108551041036497
201004-201101,winner - loser,-,0.016435106410293932
201005-201102,loser,90,-0.043354273150060095
201005-201102,winner,90,-0.021324253104787198
201005-201102,winner - loser,-,0.022030020045272897
201006-201103,loser,88,-0.022801585567544077
201006-201103,winner,90,-0.01801707741115954
201006-201103,winner - loser,-,0.004784508156384537
201007-201104,loser,91,-0.024226608172105223
201007-201104,winner,91,-0.017708336777138244
201007-201104,winner - loser,-,0.006518271394966978
201008-201105,loser,95,-0.03361524444364016
201008-201105,winner,96,-0.019335861075853184
201008-201105,winner - loser,-,0.014279383367786978
201009-201106,loser,97,-0.038926369698743524
201009-201106,winner,96,-0.022400082513105865
201009-201106,winner - loser,-,0.01652628718563766
201010-201107,loser,97,-0.03362555084352193
201010-201107,winner,97,-0.02096599619556392
201010-201107,winner - loser,-,0.01265955464795801
201011-201108,loser,96,-0.029571532963709773
201011-201108,winner,96,-0.02226682613209091
201011-201108,winner - loser,-,0.007304706831618862
201012-201109,loser,101,-0.01121050161360894
201012-201109,winner,100,-0.008310105139934352
201012-201109,winner - loser,-,0.002900396473674587
201101-201110,loser,108,-0.003256717515440117
201101-201110,winner,108,0.006640482905417056
201101-201110,winner - loser,-,0.009897200420857174
201102-201111,loser,106,-0.02368725732356556
201102-201111,winner,106,-0.007149902375699134
201102-201111,winner - loser,-,0.016537354947866425
201103-201112,loser,105,-0.007254284628960947
201103-201112,winner,104,0.005335396958092488
201103-201112,winner - loser,-,0.012589681587053436
201104-201201,loser,107,-0.002645119815199247
201104-201201,winner,107,0.011316478160550472
201104-201201,winner - loser,-,0.01396159797574972
201105-201202,loser,105,-0.006194488242398047
201105-201202,winner,105,0.002951787158144497
201105-201202,winner - loser,-,0.009146275400542544
201106-201203,loser,105,-0.019368213330640434
201106-201203,winner,106,-0.002100663752065115
201106-201203,winner - loser,-,0.01726754957857532
201107-201204,loser,102,-0.01043763238334742
201107-201204,winner,104,0.0011466349236754685
201107-201204,winner - loser,-,0.011584267307022889
201108-201205,loser,99,-0.0016354561035607305
201108-201205,winner,98,0.005376141170886271
201108-201205,winner - loser,-,0.007011597274447002
201109-201206,loser,93,0.011765273227929845
201109-201206,winner,91,0.012340079500654869
201109-201206,winner - loser,-,0.0005748062727250237
201110-201207,loser,92,0.0006354024217103597
