combination,remark,count,mean_avg_monthly_return
201001-201007,loser,14,-0.006272536686358917
201001-201007,winner,14,0.022918929601558953
201001-201007,winner - loser,-,0.02919146628791787
201002-201008,loser,14,-0.010354397194261258
201002-201008,winner,14,0.01848403368436288
201002-201008,winner - loser,-,0.028838430878624137
201003-201009,loser,14,-0.0040437627481861305
201003-201009,winner,14,0.014228067834910216
201003-201009,winner - loser,-,0.018271830583096345
201004-201010,loser,14,-0.022047731945036193
201004-201010,winner,14,0.009014637900631348
201004-201010,winner - loser,-,0.031062369845667542
201005-201011,loser,14,-0.037026061525669805
201005-201011,winner,14,-0.005701005341991242
201005-201011,winner - loser,-,0.03132505618367856
201006-201012,loser,14,-0.03945538590623533
201006-201012,winner,14,-0.017171707458941705
201006-201012,winner - loser,-,0.022283678447293627
201007-201101,loser,14,-0.050593708868413294
201007-201101,winner,14,-0.02544716486258151
201007-201101,winner - loser,-,0.025146544005831783
201008-201102,loser,14,-0.03904172491876103
201008-201102,winner,14,-0.015496780302510671
201008-201102,winner - loser,-,0.02354494461625036
201009-201103,loser,14,-0.055222651696037794
201009-201103,winner,14,-0.020146400857456177
201009-201103,winner - loser,-,0.03507625083858162
201010-201104,loser,14,-0.04198223599476474
201010-201104,winner,13,-0.033922501660780514
201010-201104,winner - loser,-,0.008059734333984228
201011-201105,loser,14,-0.024190673579457884
201011-201105,winner,14,-0.023131680654589055
201011-201105,winner - loser,-,0.001058992924868829
201012-201106,loser,14,-0.034909791074435835
201012-201106,winner,14,-0.019337394784011863
201012-201106,winner - loser,-,0.015572396290423972
201101-201107,loser,14,-0.02443577161093701
201101-201107,winner,14,-0.022631357130616155
201101-201107,winner - loser,-,0.0018044144803208567
201102-201108,loser,14,-0.005913258031429407
201102-201108,winner,14,-0.008263508897869944
201102-201108,winner - loser,-,-0.0023502508664405373
201103-201109,loser,14,-0.02021512718689228
201103-201109,winner,14,-0.012551010450400817
201103-201109,winner - loser,-,0.007664116736491462
201104-201110,loser,14,-0.006583860444165669
201104-201110,winner,14,0.009982482043091965
201104-201110,winner - loser,-,0.016566342487257635
201105-201111,loser,14,-0.021142293383841573
201105-201111,winner,14,0.003719054348143458
201105-201111,winner - loser,-,0.02486134773198503
201106-201112,loser,14,0.004823656034481039
201106-201112,winner,14,0.020941722929186977
