combination,remark,count,mean_avg_monthly_return,std_avg_monthly_return
201001-201004,loser,87,-0.01816165000149868,0.04305762069973632
201001-201004,winner,87,-0.008123522323064661,0.04650888095401342
201002-201005,loser,80,0.0008335580202044037,0.037178173522518065
201002-201005,winner,82,0.0024882518780429633,0.04027333854817732
201003-201006,loser,88,0.002554074667184217,0.03518381620660352
201003-201006,winner,86,0.011445112341051878,0.04264283855412948
201004-201007,loser,93,-0.010760054755180087,0.03539572548400746
201004-201007,winner,95,0.00039338644688371164,0.03815451127001684
201005-201008,loser,90,-0.01896202304951368,0.035762034031344425
201005-201008,winner,91,-0.0005283394493466639,0.038988278501392505
201006-201009,loser,89,-0.013758798550104515,0.029240061765429884
201006-201009,winner,91,-0.00905446189288626,0.0375457175491809
201007-201010,loser,92,-0.02483677522733395,0.033305533192998435
201007-201010,winner,92,-0.007457931103690218,0.03768633375306197
201008-201011,loser,95,-0.033507403522591475,0.0422091359128017
201008-201011,winner,95,-0.0108842884140102,0.037742173231939555
201009-201012,loser,96,-0.04137414017018962,0.04123061745141056
201009-201012,winner,97,-0.025317723365838797,0.04230384642256946
201010-201101,loser,98,-0.050743059338563545,0.037072592298599376
201010-201101,winner,98,-0.02780031072905506,0.038976891460159695
201011-201102,loser,96,-0.03776901786152124,0.035856709961918455
201011-201102,winner,96,-0.034435348822119204,0.047599236347519135
201012-201103,loser,100,-0.04716523781544958,0.032645580610580406
201012-201103,winner,100,-0.05944867222319191,0.047202216530512604
201101-201104,loser,109,-0.042289348857266165,0.03234294094150508
201101-201104,winner,108,-0.057006708431597594,0.04259493647682414
201102-201105,loser,106,-0.030880432562929206,0.03899828187268937
201102-201105,winner,108,-0.028896422288870762,0.03558560707827899
201103-201106,loser,106,-0.030552555939964584,0.03637433219515873
201103-201106,winner,107,-0.016925440751108068,0.0333531501320572
201104-201107,loser,107,-0.029461416529226164,0.040345248115288876
201104-201107,winner,108,-0.016515132955060546,0.034893416759011385
201105-201108,loser,108,-0.0050969266385594994,0.03735061883258946
201105-201108,winner,108,-0.006966138531231863,0.03358474448401843
201106-201109,loser,106,-0.010667471362318036,0.036122823128513545
201106-201109,winner,106,-0.0117397680308995,0.031927168646248616
201107-201110,loser,103,0.0012050585551758803,0.032234509533771376
201107-201110,winner,99,0.004312290202720509,0.03226486398934068
201108-201111,loser,98,-0.01194994317887746,0.039527351022223774
201108-201111,winner,98,-0.010905077645087767,0.03226471415331364
201109-201112,loser,94,0.008145177967775162,0.03524662453628283
201109-201112,winner,93,0.01023631368281283,0.03171215121542889
201110-201201,loser,93,0.005221210606284008,0.03258462490311957
201110-201201,winner,92,0.012183698094199304,0.034670576435681645
201111-201202,loser,92,-0.031856513873866066,0.0419845685885011
201111-201202,winner,90,-0.009201606829664945,0.047459890023261425
201112-201203,loser,84,-0.013341079588838853,0.03292243834045756
201112-201203,winner,87,-0.02583206492697657,0.04318840841253231
201201-201204,loser,84,-0.0036931530786309384,0.03975444410770394
201201-201204,winner,89,-0.008127772229785222,0.03868349154310369
201202-201205,loser,99,-0.008928246110559165,0.0319322921092914
201202-201205,winner,97,5.975736590345021e-05,0.04266419902498959
201203-201206,loser,102,0.00788426474389088,0.03666832995092658
201203-201206,winner,101,0.012507054433526664,0.04145966679038385
201204-201207,loser,95,-0.002404761511019604,0.0347562589985192
201204-201207,winner,97,0.010710158296323314,0.04648168177303157
201205-201208,loser,93,0.00353956483686621,0.03629334794752557
201205-201208,winner,95,0.016595260525122977,0.035478902310970936
201206-201209,loser,92,0.0002670712824947224,0.039485841121651606
201206-201209,winner,92,0.01519179361980624,0.03948418327622705
201207-201210,loser,92,-0.005328465379405446,0.046626420721844745
201207-201210,winner,92,0.011343077445548338,0.04157062141089773
201208-201211,loser,94,0.020050063204150342,0.0342512546943928
201208-201211,winner,94,0.02062761092397058,0.04066586897588533
201209-201212,loser,97,0.012126649681142335,0.03837670190906498
201209-201212,winner,98,0.017934064733823953,0.04883186512263383
201210-201301,loser,94,0.006938592840769001,0.04100477281024218
201210-201301,winner,97,0.012858335276187459,0.050096229452746076
201211-201302,loser,91,-0.0019297201750873272,0.037615990978866344
201211-201302,winner,92,0.001091685091621888,0.044787925948896364
201212-201303,loser,97,-0.003095119773834877,0.03774056740914059
201212-201303,winner,96,0.006603555908786775,0.05103912707430155
201301-201304,loser,101,0.0038879987723402453,0.03297521472872286
201301-201304,winner,101,0.02185056245581807,0.04908177234969857
201302-201305,loser,103,0.008852383834611769,0.03598016146339232
201302-201305,winner,103,0.014871523671860433,0.043671274015503955
201303-201306,loser,106,0.016546806187763958,0.04115052560143262
201303-201306,winner,105,0.01892384094567748,0.043505450493675435
201304-201307,loser,107,0.014058562411915925,0.03693125672650038
201304-201307,winner,105,0.02310923781144454,0.04325647452064429
201305-201308,loser,110,0.016892783540192927,0.03900927455994642
201305-201308,winner,108,0.02143143049391254,0.0408874294677561
201306-201309,loser,110,0.015336843025837982,0.0406572013331203
