combination,remark,count,mean_avg_monthly_return
201001-201010,loser,14,-0.02127814998556809
201001-201010,winner,14,0.007395922740340288
201001-201010,winner - loser,-,0.028674072725908377
201002-201011,loser,14,-0.026624146610653265
201002-201011,winner,14,0.004275645162791093
201002-201011,winner - loser,-,0.03089979177344436
201003-201012,loser,14,-0.030655660975119212
201003-201012,winner,14,-0.009630634809017167
201003-201012,winner - loser,-,0.021025026166102044
201004-201101,loser,14,-0.05252598641083854
201004-201101,winner,14,-0.026847659058702986
201004-201101,winner - loser,-,0.025678327352135554
201005-201102,loser,14,-0.061993431007982616
201005-201102,winner,14,-0.023369327746598667
201005-201102,winner - loser,-,0.03862410326138395
201006-201103,loser,14,-0.05828479880947931
201006-201103,winner,14,-0.035071774658151915
201006-201103,winner - loser,-,0.023213024151327394
201007-201104,loser,14,-0.04781540471016399
201007-201104,winner,14,-0.034152545454925784
201007-201104,winner - loser,-,0.013662859255238205
201008-201105,loser,14,-0.03951900967226366
201008-201105,winner,14,-0.027381466144692723
201008-201105,winner - loser,-,0.012137543527570939
201009-201106,loser,14,-0.027298789912842514
201009-201106,winner,14,-0.018004277457337094
201009-201106,winner - loser,-,0.00929451245550542
201010-201107,loser,14,-0.02195906392534902
201010-201107,winner,14,-0.019707474647657184
201010-201107,winner - loser,-,0.0022515892776918366
201011-201108,loser,14,-0.01995211501650284
201011-201108,winner,14,-0.03956473830849484
201011-201108,winner - loser,-,-0.019612623291992003
201012-201109,loser,14,-0.018426258518463832
201012-201109,winner,14,-0.01678628658518866
201012-201109,winner - loser,-,0.001639971933275173
201101-201110,loser,14,-0.012334787935084246
201101-201110,winner,14,0.018168107285830317
201101-201110,winner - loser,-,0.030502895220914563
201102-201111,loser,14,-0.02543181835604657
201102-201111,winner,14,0.0068250219625607955
201102-201111,winner - loser,-,0.032256840318607365
201103-201112,loser,14,-0.006787023062665368
201103-201112,winner,14,0.014627344157089337
201103-201112,winner - loser,-,0.021414367219754704
201104-201201,loser,14,-0.011653535294084836
201104-201201,winner,14,0.027252304871316493
201104-201201,winner - loser,-,0.03890584016540133
201105-201202,loser,14,-0.03849291800045018
201105-201202,winner,14,0.01270612477056796
201105-201202,winner - loser,-,0.05119904277101814
201106-201203,loser,14,-0.04929354467263642
201106-201203,winner,14,0.004921266105962917
201106-201203,winner - loser,-,0.05421481077859934
201107-201204,loser,14,-0.016995279137129855
201107-201204,winner,14,0.008457285709746607
201107-201204,winner - loser,-,0.025452564846876462
201108-201205,loser,14,-0.002422756706597116
201108-201205,winner,14,0.008501190064084476
201108-201205,winner - loser,-,0.010923946770681592
201109-201206,loser,14,0.01189645609105632
201109-201206,winner,14,0.01272636758991108
201109-201206,winner - loser,-,0.0008299114988547605
201110-201207,loser,14,0.0003320412253815202
201110-201207,winner,14,0.01571104999087543
201110-201207,winner - loser,-,0.015379008765493911
201111-201208,loser,14,0.014645147645626157
201111-201208,winner,14,0.027852238795858877
201111-201208,winner - loser,-,0.01320709115023272
201112-201209,loser,14,0.009505135735768706
201112-201209,winner,14,0.020521314852436984
201112-201209,winner - loser,-,0.011016179116668278
201201-201210,loser,14,-0.007721690633573213
