combination,remark,count,mean_avg_monthly_return,std_avg_monthly_return
201001-201007,loser,14,-0.0017360794003663282,0.025935502799023635
201001-201007,winner,14,0.022187580970232493,0.03148279160161042
201002-201008,loser,14,-0.0163252817455709,0.03781257312149686
201002-201008,winner,14,0.013874927934471513,0.03173493481212964
201003-201009,loser,14,-0.021512443250745732,0.03463559963768566
201003-201009,winner,14,0.0017970005510463717,0.03723188614250879
201004-201010,loser,14,-0.03833284321526914,0.03422508544849782
201004-201010,winner,14,-0.011221082002887172,0.027368916970962588
201005-201011,loser,14,-0.04093908330032881,0.04051035366562684
201005-201011,winner,14,-0.0154939749899523,0.030697761794746682
201006-201012,loser,14,-0.041779624174049367,0.028986177390490257
201006-201012,winner,14,-0.03135773792281114,0.02766522667457445
201007-201101,loser,14,-0.048628927858461124,0.02820546746120016
201007-201101,winner,14,-0.028366270485155085,0.022526949782446105
201008-201102,loser,14,-0.03304382334871515,0.04753292034793072
201008-201102,winner,14,-0.017602725950162136,0.025597902321018245
201009-201103,loser,14,-0.021977080319472934,0.03384542135494595
201009-201103,winner,14,-0.0010584687994560076,0.022578701120178638
201010-201104,loser,14,-0.016432422363000663,0.04437343423177845
201010-201104,winner,13,-0.01711956594888176,0.015760191308394917
201011-201105,loser,14,-0.025626240016608064,0.02879389346635375
201011-201105,winner,14,-0.02745459647422188,0.024490125773361692
201012-201106,loser,14,-0.04014559729818723,0.04090766375245546
201012-201106,winner,14,-0.02382505089169948,0.02679249398775104
201101-201107,loser,14,-0.028725036538414305,0.029477474001724582
201101-201107,winner,14,-0.014300296468445023,0.023450533806855117
201102-201108,loser,14,-0.03760951196913354,0.023946857923558364
201102-201108,winner,14,-0.01844998449605083,0.025238692106498692
201103-201109,loser,14,-0.029645208978848404,0.017040236623808158
201103-201109,winner,14,-0.011489719140319142,0.025170976538135197
201104-201110,loser,14,-0.010505027599686743,0.01753395687198291
201104-201110,winner,14,0.01682211577960243,0.019575571724278883
201105-201111,loser,14,-0.020502506748890655,0.02503545714307693
201105-201111,winner,14,0.0013686512652190932,0.0219616090803096
201106-201112,loser,14,-0.0063720909238270135,0.02667121296323785
201106-201112,winner,14,0.0170717219285439,0.018398477415374818
201107-201201,loser,14,0.0001655802724363427,0.02492757838910796
201107-201201,winner,14,0.013203842369448512,0.018891166172085125
201108-201202,loser,14,-0.0015190706756361208,0.028014137271458916
201108-201202,winner,14,0.0106608158318964,0.018666395369241525
201109-201203,loser,14,-0.016561237493499713,0.033316626274097656
201109-201203,winner,14,-0.008810377133734636,0.01926372611166242
201110-201204,loser,14,-0.004501277628391457,0.031471684682365636
201110-201204,winner,14,-0.0030447949136127345,0.019068566827557434
201111-201205,loser,14,0.002494455409256907,0.026831884776445474
201111-201205,winner,14,0.016059210767544834,0.019637780515559967
201112-201206,loser,14,0.006530325698072344,0.01470164796358169
201112-201206,winner,14,0.01823638412224567,0.02567000666640545
201201-201207,loser,14,0.001523388380701822,0.023526744518501407
201201-201207,winner,14,0.011185474912237984,0.03512427258336624
201202-201208,loser,14,0.003055854120392636,0.0342037992408688
201202-201208,winner,14,0.017425826770617873,0.017410393852382793
201203-201209,loser,14,-0.002011474247871957,0.03248638942832601
201203-201209,winner,14,0.0174720515029499,0.0189696416306236
201204-201210,loser,14,0.011916370914902278,0.040978272693988405
201204-201210,winner,14,0.012995833611681834,0.020107059070532122
201205-201211,loser,14,0.029994755257061276,0.04579676225073892
201205-201211,winner,14,0.017658805326124242,0.02800867612926772
201206-201212,loser,14,0.0030122704155491503,0.03667080364991231
201206-201212,winner,14,0.013413274663065192,0.031148536169979944
201207-201301,loser,14,0.0015748605123210289,0.025851785501173896
201207-201301,winner,14,0.0010515100343585074,0.0331510056765068
201208-201302,loser,14,0.00386827846593839,0.04175897117059919
201208-201302,winner,14,0.003530582878515,0.03598166037666281
201209-201303,loser,14,-0.000368420460521157,0.022856879556629173
201209-201303,winner,14,0.0004186554920152643,0.0320238467303349
201210-201304,loser,14,-0.005633248547300729,0.02597605327257499
201210-201304,winner,14,0.011946801668699571,0.04648010492192491
201211-201305,loser,14,-0.0011824222750709927,0.025501023127766757
201211-201305,winner,14,-0.004142615402137793,0.03376836159991925
201212-201306,loser,14,0.008249486336357215,0.02055407609584385
